Time, T, CJC, PV, PSI, 15:03:2021
13:51:18,17,30.5,0.568,22.409,
13:51:19,17,30.75,0.588,23.202,
13:51:20,17,10002,0.034,1.003,
13:51:21,17.06,30.25,0.034,1.003,
13:51:22,17.06,30,0.029,0.805,
13:51:23,17,10001,0.039,1.201,
13:51:24,17.06,10001,0.034,1.003,
13:51:25,17,31.25,0.029,0.805,
13:51:26,17,31,0.039,1.201,
13:51:27,17,10001,0.029,0.805,
13:51:28,17,10001,0.029,0.805,
13:51:29,17,10002,0.034,1.003,
13:51:30,17,30.5,0.034,1.003,
13:51:31,17,31.25,0.029,0.805,
13:51:32,17,0,0.029,0.805,
13:51:33,17,10001,0.034,1.003,
13:51:34,17,30.75,0.029,0.805,
13:51:35,16.94,30.5,0.034,1.003,
13:51:36,17.06,10001,0.034,1.003,
13:51:37,17,31.5,0.029,0.805,
13:51:38,17,10002,0.029,0.805,
13:51:39,17,31.5,0.034,1.003,
13:51:40,17,30.75,0.029,0.805,
13:51:41,17,10002,0.034,1.003,
13:51:42,17,10002,0.029,0.805,
13:51:43,17,31.75,0.024,0.607,
13:51:44,17,32,0.024,0.607,
13:51:45,17,10001,0.034,1.003,
13:51:46,17,31,0.034,1.003,
13:51:47,17,31,0.024,0.607,
13:51:48,17,10001,0.034,1.003,
13:51:49,17,32,0.38,14.878,
13:51:50,17,10002,0.494,19.436,
13:51:51,17.06,10002,0.618,24.391,
13:51:52,17,32.25,0.623,24.59,
13:51:53,17.06,32.25,0.637,25.184,
13:51:54,17,10001,0.652,25.779,
13:51:55,17,32,0.687,27.166,
13:51:56,17,31.5,0.712,28.157,
13:51:57,17,10001,0.741,29.347,
13:51:58,17,10001,0.746,29.545,
13:51:59,17,31.5,0.588,23.202,
13:52:01,17,31.75,0.098,3.58,
13:52:02,16.94,10001,0.024,0.607,
13:52:03,17,10002,0.034,1.003,
13:52:04,17,10002,0.029,0.805,
13:52:05,17,32.75,0.039,1.201,
13:52:06,16.94,33.25,0.029,0.805,
13:52:07,17,10002,0.034,1.003,
13:52:08,17,0,0.029,0.805,
13:52:09,17,33.5,0.034,1.003,
13:52:10,17,10001,0.039,1.201,
13:52:11,17,10001,0.034,1.003,
13:52:12,16.94,33.5,0.029,0.805,
13:52:13,16.94,33.5,0.039,1.201,
13:52:14,16.94,10001,0.039,1.201,
13:52:15,17,10001,0.029,0.805,
13:52:16,16.94,10002,0.034,1.003,
13:52:17,17,10002,0.034,1.003,
13:52:18,16.94,33.25,0.034,1.003,
13:52:19,16.94,10002,0.039,1.201,
13:52:20,17,10002,0.039,1.201,
13:52:21,16.94,32.75,0.034,1.003,
13:52:22,17,33,0.039,1.201,
13:52:23,16.94,10001,0.029,0.805,
13:52:24,16.94,10001,0.029,0.805,
13:52:25,17,33.5,0.034,1.003,
13:52:26,17,33.75,0.029,0.805,
13:52:27,16.94,10001,0.029,0.805,
13:52:28,17,10002,0.024,0.607,
13:52:29,16.94,10002,0.296,11.508,
13:52:30,16.94,34,0.365,14.283,
13:52:31,17,34,0.444,17.454,
13:52:32,17,10002,0.519,20.427,
13:52:33,17,10002,0.633,24.986,
13:52:34,16.94,33.5,0.717,28.355,
13:52:35,16.94,10001,0.717,28.355,
13:52:36,17,10001,0.722,28.554,
13:52:37,16.94,34.5,0.727,28.752,
13:52:38,17,34,0.439,17.256,
13:52:39,17,10001,0.449,17.652,
13:52:40,16.94,10002,0.464,18.247,
13:52:41,16.94,10002,0.499,19.634,
13:52:42,16.94,34.5,0.687,27.166,
13:52:43,17,35,0.697,27.563,
13:52:44,16.94,10001,0.543,21.418,
13:52:45,16.94,10001,0.534,21.022,
13:52:46,17,34.75,0.534,21.022,
13:52:47,16.94,34.75,0.519,20.427,
13:52:48,17,10001,0.514,20.229,
13:52:49,17,34.75,0.474,18.643,
13:52:50,17,35.25,0.405,15.869,
13:52:51,16.94,10001,0.034,1.003,
13:52:52,16.94,35.75,0.029,0.805,
13:52:53,17,10002,0.029,0.805,
13:52:54,16.94,10002,0.039,1.201,
13:52:55,16.94,35.75,0.029,0.805,
13:52:56,16.94,10001,0.029,0.805,
13:52:57,16.94,10001,0.034,1.003,
13:52:58,16.94,35.25,0.029,0.805,
13:52:59,17,35.5,0.034,1.003,
13:53:00,16.94,10001,0.029,0.805,
13:53:01,16.94,10001,0.029,0.805,
13:53:02,16.94,36.25,0.034,1.003,
13:53:03,16.94,10002,0.034,1.003,
13:53:04,16.94,36.5,0.039,1.201,
13:53:05,17,10002,0.034,1.003,
13:53:06,17,10002,0.029,0.805,
13:53:07,17,36.5,0.034,1.003,
13:53:08,16.94,36,0.034,1.003,
13:53:09,16.94,10001,0.029,0.805,
13:53:10,16.94,10001,0.029,0.805,
13:53:11,17,35.75,0.034,1.003,
13:53:12,17,10001,0.029,0.805,
13:53:13,16.94,10001,0.029,0.805,
13:53:14,17,36.5,0.039,1.201,
13:53:15,16.94,36.75,0.034,1.003,
13:53:16,16.94,37,0.029,0.805,
